age,educ,black,married,nodegree,hisp,sample,treat,educ_cat4,re78t,re74t,re75t
32,12,0,1,0,0,3,0,2,23.05253601,30.56456184,35.8064537
34,17,0,1,0,0,3,0,4,25.71244431,29.38900185,31.33064461
38,12,0,1,0,0,3,0,2,30.29339409,23.51120186,16.11290359
38,12,0,1,0,0,3,0,2,31.77112198,33.30753326,31.33064461
38,12,0,1,0,0,3,0,2,29.5545311,23.51120186,26.85483742
47,10,0,1,1,0,3,0,1,21.72257996,19.00488853,17.90322685
47,10,0,1,1,0,3,0,1,21.72257996,19.00488853,17.90322685
44,6,0,1,1,0,3,0,1,17.0234108,10.45072937,13.42741871
49,7,0,1,1,0,3,0,1,21.34132767,29.24793625,20.76774216
30,17,0,1,0,0,3,0,4,0,0,0
31,14,0,1,0,0,3,0,3,38.98685837,31.34827042,34.01612854
31,14,0,1,0,0,3,0,3,56.15361023,29.38900185,35.8064537
50,12,1,1,0,0,3,0,2,25.12135124,29.19307709,17.90322685
43,13,1,1,0,0,3,0,3,39.89861679,24.49083519,34.01612854
34,16,0,1,0,0,3,0,4,0,25.86232185,0
34,16,0,1,0,0,3,0,4,20.68817139,43.10387039,21.30483818
34,16,0,1,0,0,3,0,4,35.46543884,35.26679993,34.01612854
34,16,0,1,0,0,3,0,4,41.67189026,35.26679993,39.38709641
34,16,0,1,0,0,3,0,4,35.46543884,28.40936852,32.58386993
35,12,0,1,0,0,3,0,2,22.53532982,19.59266853,19.6935482
35,12,0,1,0,0,3,0,2,11.82181263,10.1881876,9.309678078
35,12,0,1,0,0,3,0,2,11.82181263,9.404480934,9.313258171
49,6,0,1,1,0,3,0,1,26.8946228,35.26679993,33.12096786
30,16,0,1,0,0,3,0,4,29.25898552,26.05824852,28.64516258
55,7,1,1,1,0,3,0,1,31.91889381,32.50423813,26.85483742
55,7,1,1,1,0,3,0,1,31.91889381,32.50423813,26.85483742
40,12,0,1,0,0,3,0,2,17.2894001,18.41710663,17.5451622
54,4,1,1,1,0,3,0,1,0,0,0
49,5,0,1,1,0,3,0,1,11.82181263,7.837067604,8.056451797
31,12,0,1,0,0,3,0,2,0,27.42973518,22.37903404
31,12,0,1,0,0,3,0,2,39.15975571,29.38900185,35.8064537
31,12,0,1,0,0,3,0,2,20.68817139,0,21.48387146
47,7,0,1,1,0,3,0,1,25.86021423,24.78472519,23.81129074
30,14,0,1,0,0,3,0,3,0,16.65376663,17.5451622
33,17,0,1,0,0,3,0,4,35.46543884,33.30753326,31.86774254
33,17,0,1,0,0,3,0,4,76.84178162,54.85947037,46.54838562
37,13,0,1,0,0,3,0,3,32.50998306,25.47046852,30.43548393
34,13,0,1,0,0,3,0,3,31.03225708,27.23380852,25.06451607
48,11,0,1,1,0,3,0,1,11.82181263,0,0
24,12,0,1,0,0,3,0,2,27.96302032,14.89042759,0.719709635
36,17,0,1,0,0,3,0,4,56.15361023,58.77800369,46.54838562
30,13,0,1,0,0,3,0,3,70.93087769,62.69654083,75.19355011
33,16,0,1,0,0,3,0,4,22.01812553,20.9641552,21.48387146
33,16,0,1,0,0,3,0,4,41.08079529,41.14459991,42.96774292
37,12,0,1,0,0,3,0,2,44.33179855,21.5519352,19.6935482
37,12,0,1,0,0,3,0,2,22.90476227,23.70712852,22.20000076
29,15,0,1,0,0,3,0,3,32.50998306,26.64602852,19.6935482
34,12,0,1,0,0,3,0,2,32.50998306,33.30753326,34.01612854
34,12,0,1,0,0,3,0,2,21.13149071,21.94378853,20.40967751
34,12,0,1,0,0,3,0,2,20.68817139,16.45784187,16.8290329
34,12,0,1,0,0,3,0,2,23.47516441,9.404480934,9.166451454
48,10,0,1,1,0,3,0,1,27.04239655,22.72749329,26.85483742
48,10,0,1,1,0,3,0,1,38.56866455,35.26679993,34.91128922
49,12,0,0,0,0,3,0,2,0,11.75560093,0
46,12,0,1,0,0,3,0,2,20.68817139,15.67413521,0.734032273
39,14,0,1,0,0,3,0,3,31.02043533,31.34827042,32.56954956
30,12,0,1,0,0,3,0,2,18.97844315,16.84969521,17.36612892
30,12,0,1,0,0,3,0,2,14.77726555,30.56456184,26.85483742
49,14,0,1,0,0,3,0,3,0,0,0
33,15,0,1,0,0,3,0,3,33.24884796,34.09124374,34.01612854
29,14,0,1,0,0,3,0,3,23.34807968,28.40936852,21.12580681
29,14,0,1,0,0,3,0,3,19.69957161,17.63339996,17.18709755
29,14,0,1,0,0,3,0,3,23.05253601,19.2008152,21.48387146
48,9,0,1,1,0,3,0,1,31.03225708,29.38900185,32.22580719
55,3,1,1,1,0,3,0,1,10.34408569,14.54755592,13.46322536
47,4,0,1,1,0,3,0,1,24.64109039,4.702240467,8.593548775
28,16,0,1,0,0,3,0,4,11.82181263,23.51120186,21.48387146
28,16,0,1,0,0,3,0,4,29.5545311,26.45010185,26.85483742
53,9,1,1,1,0,3,0,1,14.18617439,14.94528675,13.69775772
46,11,0,1,1,0,3,0,1,19.2104454,17.68434143,16.11290359
39,13,0,1,0,0,3,0,3,0,0,0
46,12,1,1,0,0,3,0,2,7.882193565,20.57229996,32.22580719
33,14,0,1,0,0,3,0,3,24.38248825,27.42973518,25.95967865
38,9,0,1,1,0,3,0,1,20.68817139,17.82932854,7.877419472
50,17,0,1,0,0,3,0,4,25.86021423,33.30753326,30.43548393
52,5,1,1,1,0,3,0,1,2.216589928,7.523584366,4.296774387
52,5,1,1,1,0,3,0,1,2.216589928,7.523584366,4.296774387
32,17,0,1,0,0,3,0,4,39.89861679,0,46.54838562
32,17,0,1,0,0,3,0,4,28.07680511,31.34827042,28.64516258
45,5,0,1,1,0,3,0,1,31.4770546,31.34827042,37.59677505
55,2,1,1,1,0,3,0,1,28.07680511,33.30753326,20.94677353
28,15,0,1,0,0,3,0,3,9.161904335,7.249287128,15.21774197
46,10,0,1,1,0,3,0,1,21.13149071,20.94456291,21.33885574
46,10,0,1,1,0,3,0,1,25.67697716,28.76595497,19.51451492
39,12,0,1,0,0,3,0,2,31.03225708,0,28.64516258
39,12,0,1,0,0,3,0,2,43.7407074,38.20570374,39.38709641
39,12,0,1,0,0,3,0,2,11.82181263,2.742973566,7.161290646
51,9,0,0,1,0,3,0,1,39.89861679,35.26679993,32.22580719
38,8,0,1,1,0,3,0,1,23.64362526,19.59266853,19.6935482
38,8,0,1,1,0,3,0,1,23.64362526,19.59266853,19.6935482
40,10,0,1,1,0,3,0,1,21.42703438,14.30264759,24.16935539
40,10,0,1,1,0,3,0,1,21.42703438,14.30264759,24.16935539
44,12,1,1,0,0,3,0,2,22.60921669,27.42973518,21.48387146
32,16,0,1,0,0,3,0,4,33.98770905,27.62566185,29.54032135
29,12,0,1,0,0,3,0,2,44.33179855,20.76822853,0
29,12,0,1,0,0,3,0,2,19.2104454,13.91079426,7.161290646
29,12,0,1,0,0,3,0,2,19.9493084,21.5519352,20.58870888
27,16,0,1,0,0,3,0,4,40.9034729,36.24643707,28.19220924
27,16,0,1,0,0,3,0,4,23.64362526,22.53156853,21.48387146
28,14,0,1,0,0,3,0,3,27.33794212,24.09898186,22.37903404
36,13,0,1,0,0,3,0,3,25.56467056,24.09898186,25.06451607
46,9,0,1,1,0,3,0,1,13.29953861,8.816699982,14.32258129
35,17,0,1,0,0,3,0,4,28.07680511,29.38900185,28.64516258
33,12,0,1,0,0,3,0,2,24.38248825,12.14745426,16.11290359
33,12,0,1,0,0,3,0,2,2.77073741,2.351120234,0
33,12,0,1,0,0,3,0,2,27.84627914,27.42973518,25.95967865
33,12,0,1,0,0,3,0,2,21.42703438,21.5519352,21.48387146
27,15,0,1,0,0,3,0,3,35.46543884,22.53156853,20.58870888
28,13,0,1,0,0,3,0,3,14.03840256,15.28228092,14.32258129
46,8,0,1,1,0,3,0,1,14.18617439,14.49857426,10.74193573
35,16,0,1,0,0,3,0,4,21.83488846,23.51120186,22.73709679
35,16,0,1,0,0,3,0,4,40.48970795,35.26679993,34.01612854
35,16,0,1,0,0,3,0,4,31.03225708,34.09124374,26.85483742
47,14,1,1,0,0,3,0,3,36.64761734,29.39096069,27.75
41,16,1,1,0,0,3,0,4,22.16589928,33.30753326,23.27419281
41,16,1,1,0,0,3,0,4,22.16589928,33.30753326,23.27419281
41,16,1,1,0,0,3,0,4,22.16589928,33.30753326,23.27419281
26,16,0,1,0,0,3,0,4,29.5545311,24.68676186,25.42258072
26,16,0,1,0,0,3,0,4,35.46543884,25.86232185,22.37903404
31,17,0,1,0,0,3,0,4,32.50998306,31.34827042,26.85483742
31,17,0,1,0,0,3,0,4,27.04239655,23.90305519,25.601614
27,14,0,1,0,0,3,0,3,25.17898178,12.41979218,16.8290329
27,14,0,1,0,0,3,0,3,13.4473114,13.71486759,15.21774197
50,12,0,1,0,1,3,0,2,13.29953861,9.788496971,9.846774101
28,12,0,1,0,0,3,0,2,29.5545311,23.51120186,22.37903404
28,12,0,1,0,0,3,0,2,9.014131546,5.0940938,10.74193573
28,12,0,1,0,0,3,0,2,19.2104454,13.71486759,13.60645103
28,12,0,1,0,0,3,0,2,19.2104454,24.38307571,15.21774197
28,12,0,1,0,0,3,0,2,29.5545311,19.29877663,0
46,7,0,1,1,0,3,0,1,9.605222702,15.67413521,14.68064594
47,12,0,1,0,0,3,0,2,0,0,0
35,15,0,1,0,0,3,0,3,0,0.979633451,0.537096798
38,14,0,1,0,0,3,0,3,44.33179855,37.2260704,50.12903214
38,14,0,1,0,0,3,0,3,0,11.75560093,19.6935482
44,8,0,1,1,0,3,0,1,12.41290379,12.73523426,10.31225777
31,16,0,1,0,0,3,0,4,17.73271942,19.59266853,17.90322685
31,16,0,1,0,0,3,0,4,76.84178162,39.18533707,42.96774292
27,13,0,1,0,0,3,0,3,36.94316483,19.73569489,20.05161285
27,13,0,1,0,0,3,0,3,28.07680511,0,0
25,16,0,1,0,0,3,0,4,33.3966217,19.2008152,22.55806351
35,14,0,1,0,0,3,0,3,22.42449951,18.6130352,19.6935482
47,11,0,1,1,0,3,0,1,36.94316483,32.71975708,30.43548393
32,12,0,1,0,0,3,0,2,13.29953861,15.67413521,14.32258129
32,12,0,1,0,0,3,0,2,0,0,0
32,12,0,1,0,0,3,0,2,26.59907722,23.51120186,25.06451607
32,12,0,1,0,0,3,0,2,29.5545311,19.59266853,21.48387146
32,12,0,1,0,0,3,0,2,11.82181263,9.796334267,11.45806408
27,12,0,1,0,0,3,0,2,19.2104454,15.67413521,12.53225803
27,12,0,1,0,0,3,0,2,5.910906315,3.526680231,0
34,17,0,1,0,0,3,0,4,33.98770905,32.32790375,34.01612854
51,8,1,1,1,0,3,0,1,1.182181239,35.26679993,25.06451607
35,13,0,1,0,0,3,0,3,22.16589928,24.49083519,23.99032211
35,13,0,1,0,0,3,0,3,14.77726555,19.78859329,21.26903343
38,12,0,1,0,0,3,0,2,25.12135124,23.51120186,23.27419281
47,10,0,1,1,0,3,0,1,35.36495209,23.23690414,17.90322685
47,10,0,1,1,0,3,0,1,55.71029282,48.19796371,47.96811295
44,6,0,1,1,0,3,0,1,11.82181263,25.47046852,7.619612694
30,17,0,1,0,0,3,0,4,5.172042847,4.898167133,12.0846777
30,17,0,1,0,0,3,0,4,20.68817139,27.42973518,25.06451607
26,13,0,1,0,0,3,0,3,37.23871231,22.53156853,22.37903404
26,13,0,1,0,0,3,0,3,18.47158241,19.2008152,14.68064594
31,14,0,1,0,0,3,0,3,25.86021423,37.2260704,17.90322685
31,14,0,1,0,0,3,0,3,23.93917084,23.70712852,20.76774216
35,12,0,1,0,0,3,0,2,29.5545311,0,26.13870811
45,12,1,1,0,0,3,0,2,27.89800072,25.47046852,26.69549942
45,12,1,1,0,0,3,0,2,27.89800072,25.47046852,26.69549942
41,12,1,1,0,0,3,0,2,21.42703438,21.5519352,24.8854847
30,16,0,1,0,0,3,0,4,15.51612854,17.4374752,17.8674202
30,16,0,1,0,0,3,0,4,47.28725052,41.14459991,42.96774292
26,12,0,1,0,0,3,0,2,17.73271942,11.75560093,14.32258129
26,12,0,1,0,0,3,0,2,33.98770905,29.38900185,28.64516258
26,12,0,1,0,0,3,0,2,21.27926254,21.16008186,24.16935539
43,11,0,1,1,0,3,0,1,26.59907722,20.62912178,31.33064461
31,13,0,1,0,0,3,0,3,39.89861679,0,25.95967865
31,13,0,1,0,0,3,0,3,29.5545311,20.57229996,18.79838753
31,13,0,1,0,0,3,0,3,23.64362526,17.63339996,25.06451607
31,13,0,1,0,0,3,0,3,31.03225708,20.57229996,33.6580658
52,10,1,1,1,0,3,0,1,0,0,0
25,13,0,1,0,0,3,0,3,22.16589928,26.99673653,28.19758034
47,8,0,1,1,0,3,0,1,19.06267166,25.7075386,25.06451607
47,8,0,1,1,0,3,0,1,38.56866455,44.66736221,33.83709717
48,5,1,1,1,0,3,0,1,13.32318306,12.34338093,13.60645103
31,12,0,1,0,0,3,0,2,22.16589928,23.51120186,17.90322685
31,12,0,1,0,0,3,0,2,14.77726555,13.71486759,12.53225803
31,12,0,1,0,0,3,0,2,16.25499153,18.59344101,14.81491852
31,12,0,1,0,0,3,0,2,29.5545311,22.53156853,25.06451607
31,12,0,1,0,0,3,0,2,0,0,17.90322685
31,12,0,1,0,0,3,0,2,32.50998306,32.32790375,32.22580719
46,12,0,0,0,0,3,0,2,0,0,0
37,14,0,1,0,0,3,0,3,0,0,32.22580719
47,17,0,0,0,0,3,0,4,29.25898552,31.34827042,29.54032135
29,17,0,1,0,0,3,0,4,0,13.12708759,19.6935482
29,17,0,1,0,0,3,0,4,0,0.979633451,8.951613426
29,17,0,1,0,0,3,0,4,25.86021423,15.67413521,14.14354897
29,17,0,1,0,0,3,0,4,24.38248825,3.526680231,15.21774197
34,14,0,1,0,0,3,0,3,22.16589928,21.5519352,23.27419281
49,6,0,1,1,1,3,0,1,13.59508514,12.53930759,16.47096634
49,6,0,1,1,1,3,0,1,13.59508514,12.53930759,16.47096634
30,14,0,1,0,0,3,0,3,14.77726555,13.32301426,14.32258129
30,14,0,1,0,0,3,0,3,22.16589928,0,32.22580719
33,17,0,1,0,0,3,0,4,46.10507202,50.94093704,39.38709641
33,17,0,1,0,0,3,0,4,19.2104454,29.38900185,30.43548393
33,17,0,1,0,0,3,0,4,28.81566811,27.03788376,31.86774254
33,8,0,1,1,0,3,0,1,22.16589928,17.63339996,12.89032269
29,16,0,1,0,0,3,0,4,42.85406876,28.40936852,32.22580719
29,16,0,1,0,0,3,0,4,35.46543884,25.66639519,28.28709793
29,16,0,1,0,0,3,0,4,24.82580757,31.93604851,26.63999939
29,16,0,1,0,0,3,0,4,23.64362526,4.8002038,17.18709755
29,16,0,1,0,0,3,0,4,25.86021423,24.49083519,23.45322609
29,16,0,1,0,0,3,0,4,0,28.89918518,29.54032135
29,16,0,1,0,0,3,0,4,23.64362526,21.5519352,23.27419281
24,12,0,1,0,0,3,0,2,41.5714035,13.02912426,13.96451664
24,12,0,1,0,0,3,0,2,32.50998306,29.78085518,30.88306427
24,12,0,1,0,0,3,0,2,22.16589928,20.57229996,20.76774216
48,12,1,1,0,0,3,0,2,36.94316483,26.90857124,22.55806351
37,17,1,1,0,0,3,0,4,4.236641884,12.73523426,1.30693543
37,12,0,1,0,0,3,0,2,16.99385452,19.01664543,20.8930645
21,13,0,1,0,0,3,0,3,14.77726555,15.96018791,21.48387146
23,12,0,1,0,0,3,0,2,16.99385452,19.09697342,20.68359756
23,12,0,1,0,0,3,0,2,19.2104454,14.49857426,19.33548355
23,12,0,1,0,0,3,0,2,17.43717384,24.09898186,26.85483742
34,12,0,1,0,0,3,0,2,11.82181263,29.38900185,27.91292
34,12,0,1,0,0,3,0,2,0,17.63339996,0
34,12,0,1,0,0,3,0,2,31.03225708,29.38900185,42.96774292
34,12,0,1,0,0,3,0,2,26.59907722,22.53156853,22.37903404
34,12,0,1,0,0,3,0,2,10.04854107,14.49857426,14.32258129
34,12,0,1,0,0,3,0,2,16.25499153,16.65376663,19.5324192
28,17,0,1,0,0,3,0,4,31.03225708,28.01751518,31.15161324
28,17,0,1,0,0,3,0,4,38.42089081,37.2260704,37.50725937
28,17,0,1,0,0,3,0,4,22.16589928,25.60761642,18.09120941
55,13,0,1,0,1,3,0,3,0,0,0
30,12,0,1,0,0,3,0,2,37.68202591,33.30753326,32.046772
30,12,0,1,0,0,3,0,2,19.9493084,16.45784187,16.64999962
30,12,0,1,0,0,3,0,2,28.07680511,25.47046852,25.95967865
21,12,0,1,0,0,3,0,2,12.53407669,21.5519352,21.48387146
21,12,0,1,0,0,3,0,2,17.73271942,8.867641449,14.99574184
20,12,0,1,0,0,3,0,2,14.77726555,12.93116093,2.363225937
20,12,0,1,0,0,3,0,2,25.12135124,25.29413414,18.79838753
29,14,0,1,0,0,3,0,3,29.64467239,27.42973518,22.09974289
29,14,0,1,0,0,3,0,3,0,0,0
55,3,1,1,1,0,3,0,1,4.137634277,5.877800465,5.370967865
28,16,0,1,0,0,3,0,4,22.16589928,17.63339996,16.11290359
28,16,0,1,0,0,3,0,4,36.94316483,52.9002037,59.0806427
28,16,0,1,0,0,3,0,4,38.42089081,43.10387039,32.22580719
28,16,0,1,0,0,3,0,4,28.81566811,15.67413521,19.6935482
28,16,0,1,0,0,3,0,4,56.15361023,51.92057037,48.8758049
28,16,0,1,0,0,3,0,4,23.49585152,12.57261562,21.48387146
28,16,0,1,0,0,3,0,4,70.93087769,97.96334076,89.51613617
28,16,0,1,0,0,3,0,4,32.50998306,19.59266853,21.48387146
46,11,0,1,1,0,3,0,1,16.99385452,27.42973518,9.846774101
46,11,0,1,1,0,3,0,1,36.94316483,26.84195518,29.36129189
46,11,0,1,1,0,3,0,1,35.46543884,39.18533707,39.38709641
33,14,0,1,0,0,3,0,3,17.73271942,14.10672092,14.32258129
33,14,0,1,0,0,3,0,3,13.89062977,15.67413521,13.42741871
40,11,0,1,1,0,3,0,1,1.477726579,8.072178841,0
40,11,0,1,1,0,3,0,1,31.03225708,29.38900185,26.40725708
32,17,0,1,0,0,3,0,4,25.12135124,37.2260704,46.54838562
32,17,0,1,0,0,3,0,4,57.63133621,36.64025116,34.01612854
32,17,0,1,0,0,3,0,4,99.0076828,76.41140747,64.45161438
40,12,1,1,0,0,3,0,2,38.42089081,27.42973518,23.27419281
27,17,0,1,0,0,3,0,4,36.94316483,32.32790375,25.06451607
27,17,0,1,0,0,3,0,4,0,0,0
27,17,0,1,0,0,3,0,4,29.5545311,13.12708759,10.74193573
27,17,0,1,0,0,3,0,4,24.08694267,22.72749329,22.37903404
27,17,0,1,0,0,3,0,4,29.5545311,39.18533707,44.75806808
27,17,0,1,0,0,3,0,4,25.86021423,24.09898186,22.20000076
27,17,0,1,0,0,3,0,4,24.53026199,25.07861519,19.6935482
27,17,0,1,0,0,3,0,4,24.53026199,25.07861519,19.6935482
42,11,0,1,1,0,3,0,1,23.32739258,26.45010185,22.37903404
40,10,0,1,1,0,3,0,1,7.248249054,3.918533802,4.833870888
44,12,1,1,0,0,3,0,2,19.2104454,18.6130352,23.63225746
44,12,1,1,0,0,3,0,2,19.2104454,18.6130352,23.63225746
32,16,0,1,0,0,3,0,4,0,0,0
32,16,0,1,0,0,3,0,4,18.6090126,0.577983677,6.910645008
45,4,0,1,1,0,3,0,1,17.68691063,15.00406551,13.58675766
29,12,0,1,0,0,3,0,2,28.07680511,24.49083519,25.06451607
29,12,0,1,0,0,3,0,2,27.91868782,37.2260704,39.92419434
29,12,0,1,0,0,3,0,2,33.54439545,17.24154854,19.68638611
29,12,0,1,0,0,3,0,2,22.16589928,22.53156853,21.48387146
29,12,0,1,0,0,3,0,2,25.86021423,10.7759676,12.53225803
29,12,0,1,0,0,3,0,2,28.07680511,23.70712852,26.85483742
54,9,0,1,1,0,3,0,1,0,0,0
27,16,0,1,0,0,3,0,4,0,36.24643707,0
27,16,0,1,0,0,3,0,4,0,19.2008152,17.68838692
27,16,0,1,0,0,3,0,4,51.72042847,29.97678185,30.79354858
27,16,0,1,0,0,3,0,4,25.86021423,18.41710663,18.79838753
27,16,0,1,0,0,3,0,4,0,33.30753326,30.43548393
27,16,0,1,0,0,3,0,4,21.42703438,1.959266901,17.5451622
27,16,0,1,0,0,3,0,4,25.86021423,30.76048851,26.31774139
27,16,0,1,0,0,3,0,4,22.16589928,17.24154854,24.8854847
27,16,0,1,0,0,3,0,4,25.12135124,7.053360462,11.63709641
27,16,0,1,0,0,3,0,4,27.63348579,21.5519352,23.27419281
28,14,0,1,0,0,3,0,3,16.25499153,15.67413521,16.75741959
28,14,0,1,0,0,3,0,3,36.94316483,23.51120186,32.22580719
33,12,0,1,0,0,3,0,2,25.01495552,19.59266853,17.00806427
33,12,0,1,0,0,3,0,2,26.08187485,13.71486759,18.08225822
42,10,0,1,1,0,3,0,1,22.16589928,21.5519352,18.79838753
47,12,0,1,0,1,3,0,2,25.56467056,22.53156853,25.02870941
26,17,0,1,0,0,3,0,4,49.65161514,27.84314156,28.64516258
47,6,1,1,1,0,3,0,1,14.26006126,16.2619133,14.41209698
27,15,0,1,0,0,3,0,3,0,23.11934853,0
28,13,0,1,0,0,3,0,3,23.57860565,27.42973518,20.58870888
28,13,0,1,0,0,3,0,3,22.45257759,17.8763504,15.39677429
28,13,0,1,0,0,3,0,3,40.63748169,32.32790375,31.68870926
36,12,0,1,0,0,3,0,2,13.29953861,12.14745426,13.96451664
53,6,1,1,1,0,3,0,1,9.974654198,15.67413521,16.11290359
46,8,0,1,1,0,3,0,1,17.73271942,15.67413521,17.90322685
46,8,0,1,1,0,3,0,1,0,0,8.951613426
46,8,0,1,1,0,3,0,1,16.25499153,16.45784187,16.11290359
46,8,0,1,1,0,3,0,1,0,0,8.951613426
37,11,0,1,1,0,3,0,1,36.94316483,31.25030518,26.85483742
35,16,0,1,0,0,3,0,4,17.73271942,0,19.6935482
43,3,0,1,1,0,3,0,1,14.03840256,15.08635426,15.93387127
42,9,0,1,1,0,3,0,1,26.37742043,28.01751518,23.45322609
42,9,0,1,1,0,3,0,1,26.37742043,28.01751518,23.45322609
47,14,1,1,0,0,3,0,3,23.97463608,23.51120186,25.56580734
34,12,1,1,0,0,3,0,2,17.73271942,15.67413521,15.75483894
26,16,0,1,0,0,3,0,4,25.56467056,19.39674187,25.78064537
26,16,0,1,0,0,3,0,4,35.46543884,31.34827042,28.64516258
32,14,0,1,0,0,3,0,3,22.16589928,30.36863518,24.16935539
31,17,0,1,0,0,3,0,4,0,27.42973518,0
31,17,0,1,0,0,3,0,4,39.81734467,9.012626648,29.46512985
31,17,0,1,0,0,3,0,4,42.85406876,38.00977707,36.70519638
46,17,0,0,0,0,3,0,4,24.78738403,21.2580452,24.09416199
45,14,0,1,0,0,3,0,3,17.73271942,19.59266853,13.60645103
27,14,0,1,0,0,3,0,3,23.20030594,23.70712852,29.54032135
27,14,0,1,0,0,3,0,3,23.53131866,23.51120186,22.55806351
28,12,0,1,0,0,3,0,2,0,29.97678185,0
28,12,0,1,0,0,3,0,2,29.48064423,26.45010185,26.85841942
28,12,0,1,0,0,3,0,2,36.94316483,23.51120186,18.79838753
28,12,0,1,0,0,3,0,2,22.16589928,27.42973518,26.85483742
28,12,0,1,0,0,3,0,2,32.50998306,28.01751518,29.54032135
28,12,0,1,0,0,3,0,2,0,14.69450092,15.93387127
28,12,0,1,0,0,3,0,2,21.42703438,24.29490852,18.2612915
28,12,0,1,0,0,3,0,2,47.28725052,29.38900185,41.17741776
28,12,0,1,0,0,3,0,2,22.90476227,22.72749329,20.05161285
28,12,0,1,0,0,3,0,2,0,21.5519352,8.366177559
28,12,0,1,0,0,3,0,2,0,11.75560093,12.53225803
28,12,0,1,0,0,3,0,2,0,11.75560093,12.53225803
28,12,0,1,0,0,3,0,2,0,16.39318466,13.29851627
28,12,0,1,0,0,3,0,2,35.46543884,29.38900185,26.85483742
25,17,0,1,0,0,3,0,4,36.94316483,12.93507957,22.37903404
25,17,0,1,0,0,3,0,4,38.42089081,41.14459991,35.8064537
51,10,1,1,1,0,3,0,1,26.8946228,27.03788376,21.48387146
52,0,0,1,1,0,3,0,1,0.29554531,3.134826899,0
44,8,0,1,1,0,3,0,1,28.07680511,18.0252533,18.79838753
31,16,0,1,0,0,3,0,4,23.34807968,21.5519352,18.79838753
31,16,0,1,0,0,3,0,4,5.390746593,11.78499031,9.846774101
31,16,0,1,0,0,3,0,4,32.50998306,28.40936852,28.91550064
27,13,0,1,0,0,3,0,3,11.12875843,38.4016304,34.01612854
27,13,0,1,0,0,3,0,3,29.5545311,0,16.11290359
25,16,0,1,0,0,3,0,4,21.42703438,12.34338093,13.60645103
53,4,1,1,1,0,3,0,1,10.34408569,11.89274883,8.951613426
24,17,0,1,0,0,3,0,4,20.68817139,16.65376663,16.64999962
35,14,0,1,0,0,3,0,3,22.16589928,23.51120186,22.37903404
42,17,0,0,0,0,3,0,4,48.7649765,50.94093704,50.12903214
47,12,1,1,0,0,3,0,2,17.73271942,23.51120186,32.22580719
26,14,0,1,0,0,3,0,3,38.71643829,17.04562187,25.06451607
26,14,0,1,0,0,3,0,3,28.03247261,32.13197327,29.898386
26,14,0,1,0,0,3,0,3,34.55958939,33.50345993,36.03203201
26,14,0,1,0,0,3,0,3,31.03225708,23.51120186,25.78064537
32,12,0,1,0,0,3,0,2,31.03225708,23.51120186,13.78548336
32,12,0,1,0,0,3,0,2,33.98770905,35.26679993,32.22580719
32,12,0,1,0,0,3,0,2,41.37634277,39.18533707,42.96774292
55,8,0,1,1,0,3,0,1,0,0,0
27,12,0,1,0,0,3,0,2,35.46543884,26.64602852,29.54032135
27,12,0,1,0,0,3,0,2,20.68817139,0,8.23548317
27,12,0,1,0,0,3,0,2,13.24634075,13.59731197,15.8336134
27,12,0,1,0,0,3,0,2,32.65775681,19.59266853,18.08225822
27,12,0,1,0,0,3,0,2,22.16589928,18.92455864,11.99516106
27,12,0,1,0,0,3,0,2,19.50599098,18.80896187,17.18709755
27,12,0,1,0,0,3,0,2,1.090562224,3.722606897,0.254225791
27,12,0,1,0,0,3,0,2,23.05253601,21.5519352,21.12043571
27,12,0,1,0,0,3,0,2,24.53026199,20.57229996,17.5451622
27,12,0,1,0,0,3,0,2,0,8.816699982,44.75806808
27,12,0,1,0,0,3,0,2,20.14289093,12.14745426,14.32258129
51,8,1,1,1,0,3,0,1,23.64362526,23.51120186,23.27419281
24,16,0,1,0,0,3,0,4,37.82979965,14.0675354,24.70645142
24,16,0,1,0,0,3,0,4,42.85406876,20.20004082,17.90322685
30,17,0,1,0,0,3,0,4,38.42089081,25.47046852,31.33064461
43,12,0,1,0,0,3,0,2,26.15575981,18.80896187,17.90322685
26,13,0,1,0,0,3,0,3,23.64362526,19.59266853,0
31,14,0,1,0,0,3,0,3,0,0,0
45,11,0,1,1,0,3,0,1,0,12.38256645,21.48387146
45,11,0,1,1,0,3,0,1,0,12.38256645,21.48387146
25,14,0,1,0,0,3,0,3,14.77726555,11.97307873,14.32258129
25,14,0,1,0,0,3,0,3,33.83993912,29.38900185,35.8064537
25,14,0,1,0,0,3,0,3,35.76098251,33.30753326,31.33064461
42,16,0,1,0,1,3,0,4,29.5545311,23.51120186,23.27419281
34,16,0,1,0,0,3,0,4,54.67588425,48.98167038,62.66128922
46,4,0,1,1,0,3,0,1,8.866359711,15.67413521,14.32258129
45,12,1,1,0,0,3,0,2,28.07680511,24.49083519,21.48387146
30,16,0,1,0,0,3,0,4,29.5545311,26.45010185,28.19758034
30,16,0,1,0,0,3,0,4,27.04239655,23.51120186,25.24354935
30,16,0,1,0,0,3,0,4,38.42089081,24.49083519,26.85483742
30,16,0,1,0,0,3,0,4,28.07680511,22.92342186,23.27419281
30,16,0,1,0,0,3,0,4,0,0,0
26,12,0,1,0,0,3,0,2,32.50998306,27.42973518,26.49677277
26,12,0,1,0,0,3,0,2,21.98266029,19.59266853,21.12580681
